呵	口可:kk
𪑲	黑冤:hy
𩱶	鬲霍:gh
𪙣	齒單:id
𪓱	黽面:mm
𪔈	鼎女:dn｜口女:kn
𪙮	齒日:io
𩱭	鬲弓:gg
𩱩	鬲口:gk｜先鬲:xg
𩱠	弓鬲:gg
𩰿	夫鬲:fg｜鬲夫:gf
𪖸	鼻且:bq｜虍鼻:hb
𪗬	齒加:ij｜加齒:ji
𪙔	亠齒:wi
𩱥	鬲三:gs
𪗑	齊夂:qw
𪘜	齒束:iu
𪘍	齒同:it
𩉘	面瞿:mq｜瞿面:qm
𩱡	鬲侃:gk
𩱤	鬲建:gj
𪋟	鹿章:lv
𪋀	鹿車:li
𪙢	齒畏:iw
𪐳	黑小:hx
𪍼	麥啻:mi
𩨵	骨只:gv
𪙜	齒窒:iv
𪕄	鼠一:ua
𪔻	鼠攵:uw
𩱟	鬲每:gm
𩈟	面𫜹:mx
𪎡	麻朱:mv
𪐴	黑主:hv
𩱰	鬲水:gu
䶆	鼠隹:uv
𪕪	鼠隹:uv｜隹鼠:vu
𪕺	鼠豹:ub
𪘿	齒柴:ii
𪔄	鼎土:dt｜土鼎:td
𪗶	此齒:ci｜齒此:ic
𪕑	鼠此:uc
𪘱	齒肴:iy
𩱛	鬲夂:gw
𩱅	鬲夂:gw｜凶鬲:xg
𩰼	鬲又:gy
𩰷	鬲兇:gx
𩰺	鬲夂:gw
𪘴	齒丑:ii
𪎪	麻芻:mi
𪘸	取齒:qi｜齒取:iq
𪙗	齒芻:ii
𪙦	齒最:iz
𭬛	木虫:mi
𭬜	木升:mu
𭬞	木卑:mb
𭬟	艹木:cm｜木一:ma
𭬠	木隶:ml
𭬡	木攵:mw
𭬦	木灬:mh
𭬧	木虫:mi
𭬬	木築:mv
𭬭	木夏:mx
𭬮	木羲:mx
𭬰	木一:ma
𭬳	木隹:mv
𭬵	木弓:mg
𭬷	木萑:mh｜矢木:um
𭬽	艹木:cm｜木非:mf
𭭂	木馬:mm
𭭍	欠矢:qu｜山欠:uq
𭭎	欠矢:qu｜上欠:uq
𭭏	匚欠:kq｜欠米:qm
𭭓	欠夂:qw｜頁欠:yq
𭭔	虍欠:hq｜欠丘:qq
𭭕	艹欠:cq｜欠隹:qv
𭭖	广欠:gq｜欠俞:qy
𭭚	止丶:vd
𭭡	艹止:cv｜止二:ve
𭭥	止夫:vf
𭭧	止又:vy
𭭩	止止:vv｜勿止:wv
𭭬	止圣:vu
𭭭	止令:vl
𭭮	止巾:vj｜武巾:wj
𭭰	止攵:vw
𭭳	止余:vy
𭭴	止止:vv
𭭻	丿責:pz
𭭼	止兔:vt
𭮈	歹又:dy
𭮉	歹一:da
𭮍	歹丶:dd
𭮖	歹丶:dd
𭮘	歹一:da
𭮚	歹丿:dp
𭮞	歹韭:dj
𭮟	歹灬:dh
𭮦	歹灬:dh
𭮧	歹辛:dx｜辛辛:xx
𭮭	尸又:uy
𭮯	殳一:ua｜由殳:yu
𭮰	土又:ty
𭮱	一又:ay
𭮳	旧殳:ju｜殳土:ut
𭮴	𠂆殳:pu｜殳万:uw
𭮵	白殳:bu｜殳土:ut
𭮶	声又:uy
𭮺	尸又:uy
𭮻	土又:ty
𭮼	車又:iy
𭮽	土殳:tu｜夕殳:xu
𭮾	殳加:uj
𭯁	殳又:uy｜爫殳:vu
𭯃	殳果:ug
𭯅	声會:uh
𭯉	每儿:me
𭯍	比丨:ba｜丿比:pb
𭯟	毛夂:mw
𭯡	毛厂:mi｜牧毛:mm
𭯥	毛羽:my｜羽毛:ym
𭯨	毛禀:mb
𭯮	毛糸:ms｜糸毛:sm
𭯯	毛亹:mw
𭯳	氤皿:ym
𭰁	氵回:dh
𭰂	氵丨:da
𭰈	氵儿:de
𭰑	氵乂:di
𭰔	氵凶:dx
𭰖	氵工:dg
𭰞	氵口:dk
𭰦	氵戈:dg
𭰨	氵巳:ds
𭰬	氵尼:dn
𭰯	氵厶:ds
𭰱	氵比:db
𭰴	氵月:do
𭰵	氵生:du
𭰸	氵正:dv
𭰹	氵米:dm
𭰾	氵皿:dm
𭱄	氵廾:dc
𭱅	氵力:dl
𭱆	氵刂:dd
𭱋	氵冉:dr
𭱌	洱干:eg
𭱎	氵山:du
𭱏	氵天:dt
𭱓	氵目:do
𭱔	氵寸:dc
𭱕	氵迮:dz
𭱖	氵心:dx
𭱗	氵立:dl
𭱜	氵土:dt
𭱟	氵刃:dr
𭱢	氵力:dl
𭱤	氵亍:di
𭱥	氵石:du
𭱦	氵皿:dm
𭱩	氵凵:dk
𭱪	氵水:du｜水冂:uk
𭱭	氵寸:dc
𭱮	物氺:wu
𭱱	氵夭:dy
𭱲	氵心:dx
𭱳	氵大:dd
𭱹	氵可:dk
𭱽	氵从:dc
𭱾	氵攵:dw
𭱿	氵圊:dq
𭲁	氵巫:dw
𭲄	氵光:dg
𭲈	氵禾:dh
𭲉	氵狗:dg
𭲊	氵示:du
𭲋	氵攵:dw
𭲌	氵矢:du
𭲍	氵示:du
𭲑	氵八:db
𭲒	氵百:db
𭲓	氵心:dx
𭲔	氵田:dt
𭲖	氵心:dx
𭲜	氵八:db
𭲝	氵即:dj
𭲞	氵兩:dl
𭲤	氵乚:dg
𭲦	氵夂:dw
𭲧	氵勿:dw
𭲩	氵豕:du
𭲪	氵镸:di
𭲬	氵丷:db
𭲯	氵口:dk
𭲱	氵束:du
𭲳	氵皿:dm
𭲵	氵灬:dh
𭲷	氵貝:db
𭲸	氵亍:di
𭲺	氵宋:ds
𭲼	氵或:dh
𭲾	氵日:do
𭳁	氵目:do
𭳄	浮巾:fj
𭳅	氵大:dd
𭳊	氵隹:dv
𭳍	氵寸:dc
𭳏	氵心:dx
𭳓	氵人:dr
𭳗	氵灬:dh
𭳚	氵蓴:di
𭳛	氵更:dg
𭳝	氵灬:dh
𭳟	氵示:du
𭳣	氵木:dm
𭳧	氵且:dq
𭳩	氵思:ds
𭳫	氵舛:di
𭳮	氵殳:du
𭳯	氵齋:dv
𭳰	氵虫:di
𭳴	氵勿:dw
𭳺	氵鹿:dl
𭳻	氵鳥:dn
𭴕	夕灬:xh
𭴠	宀災:bz
𭴥	火一:ha
𭴫	日灬:oh
𭴷	旧灬:jh
𭴹	火灬:hh
𭴺	丆灬:ah
𭴾	丿灬:ph
𭴿	火一:ha｜𠂉灭:rm
𭵂	火壬:hr
𭵃	火犬:hq
𭵄	𠂉灬:rh
𭵇	勹灬:gh
𭵈	丿灬:ph
𭵋	火立:hl
𭵏	火土:ht
𭵒	火八:hb
𭵚	火扃:hj
𭵜	亠灬:wh
𭵠	丷灬:bh
𭵡	火八:hb
𭵥	火用:hy
𭵦	火冖:hb｜林火:lh
𭵨	火聿:hy
𭵫	火束:hu｜夕束:xu
𭵳	臣灬:ih
𭵺	氵灬:dh
𭶂	火一:ha
𭶄	火奔:hb
𭶉	氵灬:dh
𭶑	里吉:lj
𭶔	火攵:hw
𭶕	犭灬:qh
𭶗	碓灬:dh｜石灬:uh
𭶚	火束:hu｜束火:uh
𭶛	火夐:hx
𭶜	彳灬:xh
𭶝	角灬:jh
𭶞	賓灬:bh
𭶠	亻灬:rh
𭶡	弓火:gh｜火米:hm
𭶢	艹灬:ch
𭶦	火八:hb
𭶪	爫二:ve
𭶬	爫卜:vb
𭶮	爫丶:vd
𭶯	爫幺:vy
𭶷	爫儿:ve
𭶸	厂爪:iv｜爪禾:vh
𭷆	爿又:py
𭷘	丩牛:jn｜牛又:ny
𭷠	牛刀:nd｜去牛:qn
𭷣	牛冖:nb｜去牛:qn
𭷤	牛冖:nb｜土牛:tn
𭷥	牛攵:nw｜牙牛:yn
𭷨	牛心:nx
𭷫	牛句:nj
𭷮	吉牛:jn｜牛殳:nu
𭷳	矛牛:mn｜牛厂:ni
𭷵	禾牛:hn｜牛丿:np
𭷶	牛田:nt｜田牛:tn
𭷺	犭乚:qg
𭸂	犭夕:qx
𭸅	犭口:qk
𭸎	犭匕:qb
𭸏	犭月:qo
𭸒	犭皿:qm
𭸖	犭甾:qz
𭸜	犭丶:qd
𭸟	犭奇:qq
𭸡	犭小:qx
𭸣	卜犬:bq｜犬用:qy
𭸥	犭小:qx
𭸪	犬黹:qv｜黹犬:vq
𭸮	卜犬:bq｜犬用:qy
𭸰	犭罷:qb
𭸴	犭又:qy
𭸼	丶玉:dy｜玉冖:yb
𭹀	王小:wx
𭹅	王一:wa
𭹑	王寸:wc
𭹒	王口:wk
𭹕	王日:wo
𭹗	王田:wt
𭹘	王米:wm
𭹚	王歹:wd
𭹞	玫王:mw
𭹟	王缶:wf
𭹠	王壬:wr
𭹣	王豕:wu
𭹥	王几:wj
𭹪	王迮:wz
𭹯	未王:ww
𭹲	王丨:wa
𭹵	王米:wm
𭹷	王米:wm
𭹹	王丿:wp
𭹽	王小:wx
𭹾	王隹:wv
𭹿	王灬:wh
𭺄	王方:wf
𭺆	王夂:ww
𭺇	王心:wx
𭺈	王灬:wh
𭺏	亠玉:wy｜玉冖:yb
𭺕	王見:wj
𭺖	王夂:ww
𭺛	一丶:ad
𭺜	丆二:ae
𭺥	瓦豕:wu
𭺪	一匕:ab
𭺫	十上:uu
𭺶	生葳:uw｜葳生:wu
𭺽	亅丿:ap
𭺾	.:ta
𭻊	田丶:td
𭻐	田朵:td
𭻒	田友:ty
𭻝	甲月:jo
𭻨	一灬:ah｜田灬:th
𭻩	一一:aa｜田一:ta
𭻪	田可:tk
𭻯	𠂉灬:rh｜田灬:th
𭻰	田宜:ty
𭻴	一灬:ah｜田灬:th
𭻵	田宜:ty
𭻸	田一:ta
𭻹	丨一:aa｜田一:ta
𭻿	人日:ro
𭼀	了皮:lp
𭼂	疋罒:ps｜人疋:rp
𭼃	止疋:vp
𭼅	上卜:ub
𭼋	疒八:bb
𭼍	疒大:bd
𭼎	疒力:bl
𭼗	疒土:bt
𭼙	疒心:bx
𭼚	疒心:bx
𭼝	疒奇:bq
𭼞	疒恙:by
𭼠	疒一:ba
𭼦	疒虫:bi
𭼩	疒犬:bq
𭼪	疒戈:bg
𭼬	疒夂:bw
𭼭	疒镸:bi
𭼮	疒炎:by
𭼱	疒寸:bc
𭼲	疒隹:bv
𭼶	疒土:bt
𭼷	疒止:bv
𭼸	疒厶:bs
𭼻	疒隹:bv
𭼽	人丷:rb
𭼾	丿天:pt
𭽁	人豆:rd
𭽂	夂放:wf
𭽄	癶光:dg
𭽇	白二:be
𭽈	百一:ba
𭽒	白丨:ba
𭽓	白丶:bd
𭽖	白丿:bp
𭽙	白兀:bw
𭽞	白攵:bw｜民白:mb
𭽦	公皮:gp｜皮儿:pe
𭽪	皮𫜹:px｜𫜹皮:xp
𭽬	艹皮:cp｜皮月:po
𭽯	皮耳:pe｜士皮:up
𭽷	虍皮:hp｜皮豆:pd
𭽸	吉冬:jd｜皮冬:pd
𭽻	爾皮:ep｜皮虫:pi
𭽽	皿友:my｜丿皿:pm
𭾂	皿夫:mf｜䒑皿:qm
𭾆	皿丿:mp
𭾉	皿丶:md｜由皿:ym
𭾊	丨皿:am｜皿日:mo
𭾋	皿二:me
𭾌	皿古:mg｜土皿:tm
𭾏	皿古:mg
𭾐	卜皿:bm｜皿田:mt
𭾑	臣皿:im｜皿舌:mu
𭾒	皿艮:mg｜豸皿:vm
𭾕	鼎皿:dm｜皿于:my
𭾖	盍豆:hd｜皿豆:md
𭾛	卜丿:bp｜目丿:op
𭾤	目氐:od
𭾦	目厶:os
𭾩	目耂:ol｜丿目:po
𭾪	罒丿:sp
𭾷	目之:ov
𭿀	冫目:do｜目衣:oy
𭿃	艹目:co
𭿆	目儿:oe
𭿇	目蚩:oi
𭿌	匕目:bo｜目又:oy
𭿐	臣目:io｜目殳:ou
𭿓	丿𰀁:pf
𭿙	目彡:op
𭿜	目具:oj
𭿟	目一:oa
𭿤	目氺:ou
𭿩	目一:oa｜声目:uo
𭿪	目又:oy
𭿫	目蓋:og
𭿬	目賓:ob
𭿮	目冀:oj
𭿲	目皮:op｜壹目:yo
𭿶	夕丿:xp
𭿻	矛貝:mb
𮀇	木矢:mu｜矢舛:ui
𮀒	石主:uv｜主石:vu
𮀕	石口:uk
𮀗	石一:ua
𮀯	白石:bu｜石攵:uw
𮀱	白石:bu｜石王:uw
𮀳	石匡:uk
𮀵	石木:um
𮀶	石手:uu
𮀸	石攵:uw
𮀽	石丨:ua
𮁃	石貝:ub
𮁄	石木:um
𮁆	石入:ur
𮁊	石木:um
𮁌	石皿:um
𮁍	石準:uv
𮁎	石隹:uv
𮁏	石十:uu
𮁘	石叕:uv
𮁚	石藥:uy
𮁨	人示:ru｜示丷:ub
𮁩	示口:uk
𮁳	示朵:ud
𮁶	六丨:la｜示丨:ua
𮁸	示冖:ub｜十示:uu
𮁹	歹示:du｜示又:uy
𮁼	示一:ua
𮂄	匕禾:bh｜示禾:uh
𮂈	示土:ut
𮂊	示田:ut
𮂔	示田:ut
𮂜	示丿:up
𮂞	示寸:uc
𮂟	示且:uq
𮂠	示貝:ub
𮂢	示爻:uy
𮂧	示齋:uv
𮂫	示伐:uf
𮂬	厶凶:sx｜山冂:uk
𮂮	𠂆禺:py
𮂷	禾冫:hd｜秃冫:td
𮂺	禾友:hy
𮃄	禾朵:hd
𮃆	禾又:hy
𮃋	禾用:hy
𮃌	禾米:hm
𮃎	禾二:he
𮃏	禾用:hy
𮃐	禾心:hx
𮃕	禾方:hf
𮃖	禾王:hw
𮃗	禾彡:hp
𮃘	禾乂:hi
𮃙	禾垂:hi
𮃛	禾日:ho
𮃢	禾日:ho｜秋日:qo
𮃥	禾咼:hg
𮃪	禾田:ht
𮃰	禾艹:hc｜人禾:rh
𮃱	禾厘:hl
𮃵	禾离:hl
𮃶	禾囷:hq
𮄁	穴电:xd
𮄆	穴未:xw
𮄋	穴田:xt
𮄎	穴又:xy
𮄑	穴咼:xg
𮄒	穴𰀁:xf
𮄔	穴告:xg
𮄕	穴身:xu
𮄗	穴覘:xi
𮄘	穴禺:xy
𮄙	穴娄:xl
𮄚	穴視:xu
𮄝	穴又:xy
𮄟	穴見:xj
𮄡	穴桌:xv
𮄣	穴三:xs
𮄤	穴奇:xq
𮄥	穴夢:xm
𮅂	𥫗儿:ve
𮅉	𥫗廿:vc
𮅌	𥫗心:vx
𮅏	𥫗丿:vp
𮅔	𥫗沄:vy
𮅕	𥫗大:vd
𮅚	𥫗手:vu
𮅦	𥫗另:vl
𮅬	𥫗宦:vh
𮅯	𥫗乞:vq
𮅲	𥫗力:vl
𮅷	𥫗儿:ve
𮅺	𥫗又:vy
𮅽	𥫗丘:vq
𮅾	𥫗日:vo
𮆇	𥫗方:vf
𮆊	𥫗皿:vm
𮆋	𥫗代:vd
𮆔	𥫗兵:vb
𮆖	𥫗攵:vw
𮆘	𥫗伐:vf
𮆛	𥫗稗:vb
𮆜	𥫗取:vq
𮆝	竹十:vu
𮆟	𥫗皮:vp
𮆢	𥫗三:vs
𮆥	𥫗木:vm
𮆦	𥫗隹:vv
𮆧	𥫗屣:vx
𮆪	𥫗貝:vb
𮆫	𥫗貝:vb
𮆮	𥫗盤:vp
𮆱	𥫗憎:vz
𮆲	𥫗彡:vp
𮆴	𥫗灬:vh
𮆷	𥫗糸:vs
𮆺	𥫗木:vm
𮆾	𥫗訇:vh
𮆿	𥫗廬:vl
𮇂	𥫗纖:vx｜𥫗戈:vg
𮇊	米下:mx
𮇋	米厶:ms
𮇓	米丿:mp｜夂米:wm
𮇣	米丶:md
𮇦	米凶:mx｜止米:vm
𮇩	米殳:mu
𮇬	米人:mr｜止米:vm
𮇰	米合:mh
𮇲	米心:mx
𮇹	米木:mm
𮇽	艹米:cm｜米丶:md
𮇿	米心:mx
𮈀	齒米:im｜米殳:mu
𮈌	糸丈:sv
𮈏	丿糸:ps｜糸丶:sd
𮈐	糸友:sy
𮈑	𰀁糸:fs｜糸刃:sr
𮈕	糸卜:sb
𮈘	糸亡:sw
𮈙	糸丁:sd
𮈛	糸刃:sr｜生糸:us
𮈜	糸米:sm
𮈟	糸米:sm
𮈢	糸小:sx
𮈣	糸止:sv
𮈦	糸夂:sw
𮈧	糸女:sn
𮈨	糸月:so
𮈭	糸耳:se
𮈯	糸心:sx
𮈱	糸丁:sd
𮈲	糸貝:sb
𮈸	糸貝:sb
𮈺	糸乎:sh
𮈻	糸回:sh
𮈾	糸心:sx
𮉈	糸灬:sh
𮉎	糸絛:st
𮉐	糸黑:sh
𮉑	糸衣:sy
𮉔	若絲:rs
𮉖	糸冏:sj
𮉗	糸皿:sm
𮉟	糸鹿:sl
𮉰	𠂉凵:rk
𮉷	缶用:fy
𮉸	缶一:fa
𮉺	缶冖:fb｜𠂆缶:pf
𮉼	冂二:ke｜丿二:pe
𮉾	冖丩:bj
𮊁	冂古:kg
𮊆	𠂉丶:rd
𮊇	冂沓:kd｜日水:ou
𮊌	网亡:ww
𮊎	冈巾:gj
𮊐	罒毛:sm
𮊒	罒一:sa
𮊖	网火:wh
𮊗	冂巢:ki
𮊚	罒田:st
𮊛	罒毛:sm
𮊜	冂夯:kh
𮊝	罒毛:sm
𮊞	冂齊:kq
𮊦	羊厶:ys
𮊫	丷丶:bd
𮊳	羊一:ya
𮊴	羊毛:ym
𮊵	亡凡:wf｜羊凡:yf
𮊷	羊𰀁:yf
𮊸	羽日:yo
𮊿	羽心:yx
𮋀	羽丿:yp
𮋅	臣羽:iy｜羽又:yy
𮋇	戔羽:jy｜羽戔:yj
𮋉	白羽:by｜羽丰:yf
𮋊	丿羽:py｜羽矢:yu
𮋏	罒羽:sy｜羽水:yu
𮋑	羽匹:yp｜幺羽:yy
𮋒	米羽:my｜羽田:yt
𮋖	十翕:ux｜羽合:yh
𮋙	十羽:uy｜羽口:yk
𮋝	耂日:lo
𮋟	耑友:dy｜山友:uy
𮋡	亠而:we
𮋢	而兄:ex
𮋧	耒口:lk
𮋱	耳口:ek
𮋹	耳卜:eb｜彳耳:xe
𮋺	耳殳:eu｜医耳:ye
𮋻	耳又:ey｜声耳:ue
𮋾	耳夂:ew｜吉耳:je
𮌁	丨丶:ad｜聿丶:yd
𮌄	肀丨:ya
𮌆	肀丨:ya
𮌇	巾丶:jd
𮌍	月人:or
𮌎	勹月:go｜月人:or
𮌏	月弓:og
𮌒	月木:om
𮌓	月丨:oa
𮌔	月冖:ob｜亠月:wo
𮌖	月日:oo
𮌗	月比:ob
𮌚	月缶:of
𮌛	月山:ou｜厶山:su
𮌢	月心:ox
𮌤	月心:ox
𮌨	月逄:op
𮌩	月𰀁:of
𮌫	月儿:oe｜育儿:ye
𮌯	月脅:ox
𮌰	月祭:oj
𮌷	月勿:ow
𮍀	月寅:oy
𮍁	月衣:oy
𮍃	月甄:ov
𮍆	月戍:ou
𮍈	金月:jo｜月辰:oi
𮍎	臣厂:ii
𮍒	冫丶:dd
𮍖	自彡:zp
𮍙	自丿:zp
𮍛	自口:zk
𮍝	臬王:nw｜自王:zw
𮍞	自十:zu
𮍤	𠂆至:pv｜至冖:vb
𮍫	𠂆八:pb
𮍬	𠂆八:pb
𮍭	𠂆八:pb
𮍮	𠂆八:pb
𮍯	臼儿:je
𮍰	臼八:jb｜𠂆八:pb
𮍱	𠂆八:pb
𮍲	𠂆刀:pd
𮍹	丷舌:bu｜舌比:ub
𮍾	舌田:ut
𮎂	糸舛:si
𮎆	舟又:vy
𮎑	舟之:vv
𮎗	舟皿:vm
𮎚	艮喜:gx｜喜艮:xg
𮎢	艹又:cy
𮎣	艹一:ca
𮎦	艹䒑:cq
𮎧	䒑八:qb
𮎨	艹巳:cs
𮎭	艹又:cy
𮎱	艹丿:cp
𮎲	艹癿:cq
𮎵	艹主:cv
𮎷	艹二:ce
𮎸	艹千:cq
𮎹	艹土:ct｜土口:tk
𮎻	艹儿:ce
𮎼	艹丨:ca
𮎽	艹臣:ci
𮎾	艹天:ct
𮎿	艹人:cr
𮏁	艹民:cm
𮏇	艹儿:ce
𮏉	艹夂:cw
𮏌	艹大:cd
𮏍	艹巴:cb
𮏑	艹匕:cb
𮏒	艹月:co
𮏔	艹兀:cw
𮏖	艹夫:cf
𮏗	艹必:cb
𮏘	艹巴:cb
𮏞	艹儿:ce
𮏠	艹代:cd
𮏢	艹且:cq
𮏣	艹丿:cp
𮏦	艹木:cm
𮏨	艹月:co
𮏩	艹人:cr
𮏪	艹日:co
𮏭	艹殂:cc
𮏯	艹刂:cd
𮏰	艹比:cb
𮏳	艹从:cc
𮏴	艹力:cl
𮏵	艹言:cy
𮏻	艹三:cs
𮏼	艹又:cy
𮏿	艹木:cm
𮐀	艹丿:cp
𮐇	艹口:ck
𮐋	莫么:mm
𮐎	艹目:co
𮐏	艹失:cu
𮐐	艹艮:cg
𮐑	艹希:cx
𮐒	艹夂:cw
𮐓	屮徒:ct
𮐔	艹夭:cy
𮐖	艹八:cb
𮐡	艹甫:cf
𮐢	艹甫:cf
𮐣	艹处:ci
𮐥	艹丁:cd
𮐧	艹比:cb
𮐩	艹隹:cv
𮐪	艹木:cm
𮐬	艹艹:cc
𮐯	艹艹:cc
𮐰	艹儿:ce
𮐱	艹殳:cu
𮐵	艹兔:ct
𮐷	艹易:cy
𮐹	艹灬:ch
𮐾	艹䒑:cq
𮑃	艹木:cm
𮑆	艹若:cr
𮑈	艹又:cy
𮑊	艹刂:cd
𮑑	艹甫:cf
𮑖	艹視:cu
𮑙	艹糸:cs
𮑚	艹心:cx
𮑜	艹灬:ch
𮑠	艹辛:cx
𮑢	艹至:cv
𮑣	艹皮:cp
𮑧	艹未:cw
𮑩	艹口:ck
𮑪	艹夂:cw
𮑭	艹昔:cx
𮑮	艹又:cy
𮑯	艹口:ck
𮑰	艹丷:cb
𮑱	艹補:cb
𮑲	艹水:cu
𮑵	艹又:cy
𮑶	艹灬:ch
𮑸	艹韭:cj
𮑹	艹氺:cu
𮑻	艹田:ct
𮑼	艹寸:cc
𮑾	艹束:cu
𮑿	艹虫:ci
𮒈	艹夂:cw
𮒋	艹寸:cc
𮒒	艹鳥:cn
𮒓	艹禍:ch
𮒕	艹妾:cq
𮒗	艹又:cy
𮒘	艹言:cy
𮒙	艹回:ch
𮒛	艹云:cy
𮒝	艹焦:cj
𮒟	艹貝:cb
𮒣	艹冏:cj
𮒤	艹辛:cx
𮒥	艹大:cd
𮒧	艹舛:ci
𮒩	艹生:cu
𮒫	艹火:ch
𮒰	艹墾:ck
𮒲	艹勿:cw
𮒳	艹番:cf
𮒵	艹衣:cy
𮒶	艹子:cz
𮒷	艹米:cm
𮒸	艹衣:cy
𮒹	卝言:cy｜言言:yy
𮒼	艹闍:cd
𮓀	艹鬼:cg
𮓂	艹擘:cb
𮓅	蔑罒:ms
𮓈	艹又:cy
𮓋	艹辛:cx
𮓍	艹樓:cl
𮓒	艹米:cm
𮓓	艹丶:cd
𮓕	艹甫:cf
𮓖	艹且:cq
𮓗	卜土:bt
𮓘	卜匕:bb
𮓙	卜几:bj
𮓚	卜又:by
𮓜	卜巾:bj
𮓞	一月:ao
𮓠	一一:aa
𮓡	卜业:by
𮓢	卜月:bo｜月八:ob
𮓣	虍一:ha
𮓥	卜吴:bw
𮓫	虍几:hj｜小虎:xh
𮓬	虍兮:hx
𮓮	虎小:hx
𮓰	中丶:vd
𮓱	丿一:pa
𮓵	虫刃:ir｜刃虫:ri
𮓼	虫丶:id
𮔃	虫丶:id｜丿丶:pd
𮔇	虫丿:ip｜夂虫:wi
𮔈	虫凵:ik
𮔉	宀虫:bi｜虫丷:ib
𮔋	虫片:ip
𮔎	虫且:iq
𮔙	虫月:io
𮔝	虫𰀁:if
𮔡	虫皿:im
𮔥	虫小:ix
𮔧	虫攵:iw｜民虫:mi
𮔨	虫寸:ic
𮔬	虫将:ij
𮔭	虫田:it｜丿田:pt
𮔮	虫月:io
𮔰	亠虫:wi
𮔵	虫一:ia
𮕌	虫貝:ib
𮕐	虫冏:ij
𮕑	虫虫:ii｜厶虫:si
𮕕	虫虫:ii｜丿虫:pi
𮕗	虫凡:if
𮕘	虫冏:ij
𮕛	虫虫:ii｜橐虫:ti
𮕡	血攴:xp｜幺血:yx
𮕩	衣丑:yi
𮕫	衣二:ye
𮕱	衣一:ya
𮕵	亻衣:ry｜衣口:yk
𮕶	衤巾:yj
𮕷	𠂉衣:ry｜衣口:yk
𮕻	衣日:yo
𮕾	衤丹:yd
𮖊	宀衣:by｜衣牙:yy
𮖋	六丿:lp
𮖓	衤甾:yz
𮖖	扌衣:fy｜衣守:yu
𮖙	衤殳:yu
𮖚	亠丿:wp
𮖠	衣一:ya
𮖣	衤月:yo
𮖥	衣木:ym
𮖰	衤叩:yk
𮖱	衤颉:yj｜.:yy
𮖲	衤而:ye
𮖳	衤厨:yi
𮖸	衤寸:yc
𮗁	覀丶:xd
𮗂	覀乛:xa｜覀卑:xb
𮗃	覀丶:xd
𮗌	覀奇:xq
𮗓	丨見:aj｜見冖:jb
𮗖	丨見:aj｜見冖:jb
𮗘	見二:je
𮗚	艹見:cj｜見隹:jv
𮗛	艹見:cj｜見月:jo
𮗜	見冖:jb｜𠂆見:pj
𮗟	𠂉用:ry
𮗠	丿用:py
𮗨	角十:ju
𮗭	角又:jy
𮗮	𠂉𰀁:rf
𮗶	角斝:jj
𮗽	言匕:yb
𮗿	工言:gy｜言刀:yd
𮘂	言又:yy
𮘅	言干:yg
𮘈	言凵:yk
𮘊	言与:yy
𮘍	言丹:yd
𮘎	亠口:wk｜言幺:yy
𮘐	小言:xy｜言儿:ye
𮘔	言迄:yq
𮘙	言亘:yg
𮘤	丨言:ay｜言八:yb
𮘦	言臼:yj
𮘩	言奇:yq
𮘪	言巾:yj
𮘯	言一:ya
𮘴	言攵:yw
𮘸	言彡:yp
𮘹	言灬:yh
𮘽	火攴:hp｜言攴:yp
𮙂	言木:ym
𮙃	言馬:ym
𮙆	言言:yy
𮙈	言維:yw
𮙛	一豕:au｜豕丿:up
𮙝	𠂉丶:rd
𮙞	丷丶:bd
𮙟	卜豕:bu｜豕十:uu
𮙠	𠂉丶:rd
𮙢	冫丶:dd
𮙤	豕見:uj
𮙩	豸几:vj
𮙪	豸匕:vb
𮙯	貝人:br
𮙲	貝一:ba｜丶貝:db
𮙹	貝儿:be｜土貝:tb
𮙺	大八:db
𮙾	貝小:bx
𮚃	貝爫:bv｜人貝:rb
𮚊	广貝:gb
𮚋	丆貝:ab
𮚌	貝天:bt｜天貝:tb
𮚏	貝灬:bh｜艹貝:cb
𮚐	貝月:bo
𮚑	貝尸:bu｜丶屓:dx
𮚒	貝米:bm
𮚕	貝丿:bp｜臣貝:ib
𮚖	貝日:bo
𮚗	貝心:bx
𮚘	貝口:bk｜亠貝:wb
𮚚	貝攵:bw｜臣貝:ib
𮚛	貝壮:bv
𮚞	貝一:ba
𮚥	貝臾:by｜广貝:gb
𮚨	月乚:og｜亡乚:wg
𮚭	目乂:oi
𮚮	貝乂:bi
𮚰	貝負:bf｜負負:ff
𮚶	走小:zx
𮚺	走干:zg
𮛎	足丶:zd
𮛙	足卜:zb
𮛚	足坒:zb
𮛡	足兀:zw
𮛥	足月:zo
𮛪	足夫:zf
𮛸	足垂:zi
𮜀	足卜:zb
𮜉	足卜:zb
𮜋	車足:iz｜足殳:zu
𮜍	足羽:zy
𮜕	足疋:zp
𮜟	广足:gz｜足丶:zd
𮜧	足辛:zx
𮜾	身隹:uv
𮝇	車又:iy
𮝑	車心:ix
𮝕	户車:hi｜車攵:iw
𮝗	車欠:iq
𮝘	土車:ti
𮝞	車羽:iy
𮝟	車囟:ix
𮝡	車恥:ii
𮝢	車月:io
𮝦	車取:iq｜元取:yq
𮝰	車貝:ib
𮝲	車亡:iw｜糸亡:sw
𮝹	.:ih
𮝾	厂丿:ip
𮞂	辶乙:zy
𮞄	辶口:zk
𮞆	辶斤:zj
𮞉	辶回:zh
